name,brand,category,price_inr,original_price_inr,discount_percent,rating,total_reviews,image_url,myntra_url,platform
Bella Vita Organic 4Pcs Eau de Parfum Gift Set,Bella Vita Organic,Beauty,449,849,47,4.4,10500,,https://www.myntra.com/perfume/bella+vita+organic/bella-vita-organic-4pcs-eau-de-parfum-gift-set---20ml-each/32199655/buy,myntra
Marks & Spencer Spiced Amber Eau De Toilette,Marks & Spencer,Beauty,599,799,25,4.2,369,,https://www.myntra.com/perfume/marks+%26+spencer/marks--spencer-spiced-amber-vegan-eau-de-toilette---30-ml/18953158/buy,myntra
Fastrack Women 2 Pcs Fragrance Gift Set,Fastrack,Beauty,1008,1440,30,0,0,,https://www.myntra.com/fragrance-gift-set/fastrack/fastrack-women-set-of-2-beat---100-ml--lush-eau-de-perfume---50-ml/39961274/buy,myntra
Marks & Spencer Seasalt & Neroli EDP- 30 ml,Marks & Spencer,Beauty,599,799,25,4.3,57,,https://www.myntra.com/perfume/marks+%26+spencer/marks--spencer-seasalt--neroli-long-lasting-eau-de-toilette---30-ml/32502765/buy,myntra
SKINN Men Raw Eau de Parfum 20 ml,SKINN,Beauty,604,695,13,4.5,30900,,https://www.myntra.com/perfume/skinn/skinn-by-titan-men-raw-eau-de-parfum-20-ml/2316547/buy,myntra
BEARDO Set of 3 Eau de Parfum,BEARDO,Beauty,649,2598,75,4.5,858,,https://www.myntra.com/perfume/beardo/beardo-set-of-3-eau-de-parfum---whisky-smoke-single-malt--don--legend---50ml-each/32852314/buy,myntra
SKINN Tales Ibiza Perfume 100ml,SKINN,Beauty,766,1095,30,4.5,5800,,https://www.myntra.com/perfume/skinn/skinn-women-tales-ibiza-perfume-100ml/13990542/buy,myntra
Ajmal Ascend Men Perfume - 100 ml,Ajmal,Beauty,675,1500,55,4.3,7400,,https://www.myntra.com/perfume/ajmal/ajmal-men-ascend-citrus-woody-edp-perfume---100ml---fresh-fragrance/12468662/buy,myntra
Bella Vita Organic Date Woman Eau De Parfum,Bella Vita Organic,Beauty,565,999,43,4.6,15200,,https://www.myntra.com/perfume/bella+vita+organic/bella-vita-organic-date-woman-eau-de-parfum---100-ml/22364340/buy,myntra
Bella Vita Organic Set Of 3 Eau De Parfum- 20 ml,Bella Vita Organic,Beauty,599,799,25,4.5,346,,https://www.myntra.com/perfume/bella+vita+organic/bella-vita-organic-beast-mode-gift-set-of-3-perfumes/39931498/buy,myntra
Fastrack Girls Bold Pulse 100ml,Fastrack,Beauty,501,895,44,4.6,1700,,https://www.myntra.com/perfume/fastrack/fastrack-girls-bold-pulse-100ml/15970624/buy,myntra
Marks & Spencer Eau De Toilette - 30ml,Marks & Spencer,Beauty,599,799,25,3.9,17,,https://www.myntra.com/perfume/marks+%26+spencer/marks--spencer-orange-blossom--amber-eau-de-toilette---30ml/32502776/buy,myntra
Marks & Spencer Warm Neroli Eau De Toilette,Marks & Spencer,Beauty,599,799,25,4,262,,https://www.myntra.com/perfume/marks+%26+spencer/marks--spencer-warm-neroli-eau-de-toilette-30ml/20819314/buy,myntra
JAGUAR Ultimate Power EDT 100 ml,JAGUAR,Beauty,1230,4100,70,4.3,334,,https://www.myntra.com/perfume/jaguar/jaguar-men-ultimate-power-eau-de-toilette-100-ml/14251372/buy,myntra
Mast & Harbour Men Citron EDP 100 ml,Mast & Harbour,Beauty,360,1199,70,4,1900,,https://www.myntra.com/perfume/mast+%26+harbour/mast--harbour-men-citron-eau-de-parfum-100-ml/15121930/buy,myntra
BLA BLI BLU 3 Pcs Women Eau De Parfum,BLA BLI BLU,Beauty,825,1200,31,4.7,583,,https://www.myntra.com/perfume/bla+bli+blu/bla-bli-blu-women-set-of-3-white-jazz-hot-af--cookie-crush-eau-de-parfum---30ml-each/37577004/buy,myntra
Dazze and blussh Forever Party EDP - 50 ml,Dazze and blussh,Beauty,749,1499,50,4.8,16,,https://www.myntra.com/perfume/dazze+and+blussh/dazze-and-blussh-men-forever-party-long-lasting-eau-de-parfum---50-ml/39036968/buy,myntra
SKINN Women Celeste EDP 20 ml,SKINN,Beauty,604,695,13,4.6,22800,,https://www.myntra.com/perfume/skinn/skinn-by-titan-women-celeste-eau-de-parfum-20-ml/2316553/buy,myntra
LAVIE LUXE Solar Bloom EDP - 75 ml,LAVIE LUXE,Beauty,1039,1299,20,0,0,,https://www.myntra.com/perfume/lavie+luxe/lavie-luxe-women-solar-bloom-long-lasting-eau-de-parfum---75-ml/41466527/buy,myntra
Fastrack Men Pulse For Him EDP 100ml,Fastrack,Beauty,501,895,44,4.4,942,,https://www.myntra.com/perfume/fastrack/fastrack-men-pulse-for-him-edp---100ml/11149462/buy,myntra
BLA BLI BLU Love Drunk Perfumes - 100 ml,BLA BLI BLU,Beauty,735,1000,27,4.6,2700,,https://www.myntra.com/perfume/bla+bli+blu/bla-bli-blu-love-drunk-long-lasting-perfume---100-ml/36340100/buy,myntra
SKINN Men Tales Oslo Perfume 100ml,SKINN,Beauty,766,1095,30,4.4,3100,,https://www.myntra.com/perfume/skinn/skinn-men-tales-oslo-perfume-100ml/13990544/buy,myntra
Fastrack 3 Pcs Perfume - 20 ml Each,Fastrack,Beauty,599,845,29,4.3,89,,https://www.myntra.com/perfume/fastrack/fastrack-set-of-3-ease-night-out--rush-long-lasting-perfume---20-ml-each/32363432/buy,myntra
Carlton London Women Admire EDP - 100ml,Carlton London,Beauty,537,1790,70,4.2,3200,,https://www.myntra.com/perfume/carlton+london/-carlton-london--women-admire-edp---100ml/28680104/buy,myntra
VILLAIN Men Hydra Eau De Parfum,VILLAIN,Beauty,375,799,53,4.3,10000,,https://www.myntra.com/perfume/villain/villain-men-hydra-perfume-edp-with-aquatic--citrus-for-fresh-feel---100-ml/14047422/buy,myntra
Fastrack Men Bold Trance- 100ml,Fastrack,Beauty,501,895,44,4.4,5000,,https://www.myntra.com/perfume/fastrack/fastrack-men-bold-trance--100ml/15970618/buy,myntra
Mast & Harbour Men Woods EDP 100 ml,Mast & Harbour,Beauty,360,1199,70,4.1,1900,,https://www.myntra.com/perfume/mast+%26+harbour/mast--harbour-men-woods-eau-de-parfum-100-ml/15121926/buy,myntra
SKINN Men Tales Marine EDP - 100 ml,SKINN,Beauty,766,1095,30,4.4,927,,https://www.myntra.com/perfume/skinn/skinn-men-tales-marine-long-lasting-eau-de-parfum---100-ml/31693679/buy,myntra
JAGUAR Classic Electric Sky EDT,JAGUAR,Beauty,1722,4100,58,4.3,33200,,https://www.myntra.com/perfume/jaguar/jaguar-men-classic-electric-sky-eau-de-toilette---100ml/14251370/buy,myntra
Bella Vita Organic Unisex White Oud Perfume,Bella Vita Organic,Beauty,565,999,43,4.4,24800,,https://www.myntra.com/perfume/bella+vita+organic/bella-vita-organic-unisex-white-oud-perfume-100-ml/16242946/buy,myntra
Ajmal Women Neea EDP Perfume - 50ml,Ajmal,Beauty,450,1000,55,4.3,5000,,https://www.myntra.com/perfume/ajmal/ajmal-women-neea-floral-powdery-edp-perfume---50ml---soft-scent/19142126/buy,myntra
EMBARK My Life Intense For Him,EMBARK,Beauty,695,895,22,4.5,231,,https://www.myntra.com/perfume/embark/embark-men-brown-my-life-intense-for-him---eau-de-parfum-30-ml/13029988/buy,myntra
